Start,Steps,Max Value,Even Steps,Odd Steps
25033,64,126736,45,19
37847,62,255472,44,18
59475,166,338740,108,58
44937,70,255940,49,21
29795,116,134080,77,39
61589,135,184768,89,46
70985,81,383776,56,25
50332,264,497176,168,96
94398,177,716848,115,62
28142,108,94984,72,36
9075,65,40840,45,20
6407,168,43252,108,60
97360,115,97360,77,38
23292,144,132676,94,50
41569,111,157840,74,37
97540,40,97540,31,9
46852,145,46852,95,50
99943,89,2161240,61,28
54824,34,54824,27,7
23313,113,95956,75,38
43109,150,129328,98,52
66919,117,1715092,78,39
34172,173,129760,112,61
41780,57,41780,41,16
68829,174,206488,113,61
98724,159,187432,104,55
12412,94,59668,63,31
57010,153,96208,100,53
15423,133,351376,87,46
42469,256,497176,163,93
32372,160,32372,104,56
57023,197,2633632,127,70
71230,218,540916,140,78
99072,128,99072,85,43
51197,171,984148,111,60
80355,94,361600,64,30
96775,97,653236,66,31
96411,71,1098196,50,21
26716,95,45088,64,31
27606,152,398032,99,53
99854,203,337012,131,72
31175,85,210436,58,27
9957,42,29872,31,11
76374,81,171844,56,25
69253,55,207760,40,15
61950,60,1587760,43,17
62647,55,422872,40,15
70018,81,105028,56,25
63038,130,478708,86,44
89819,239,682072,153,86
6549,44,19648,32,12
73295,156,742120,102,54
23178,144,34768,94,50
24023,43,162160,32,11
5543,204,250504,130,74
91013,177,984148,115,62
96321,190,288964,123,67
60429,135,181288,89,46
22741,38,68224,29,9
59354,73,95092,51,22
90354,115,549556,77,38
56533,34,169600,27,7
16053,45,48160,33,12
47077,127,141232,84,43
53421,96,160264,65,31
672,12,672,11,1
164,111,9232,71,40
41425,57,124276,41,16
53745,91,161236,62,29
70332,130,178036,86,44
10635,55,47860,39,16
4799,165,138400,106,59
22421,100,67264,67,33
29301,72,87904,50,22
89882,89,134824,61,28
10750,99,275560,66,33
25122,38,37684,29,9
37488,155,37488,101,54
93948,133,601972,88,45
33362,116,190024,77,39
21224,30,21224,24,6
72931,63,328192,45,18
14057,182,144340,117,65
28381,59,85144,42,17
26036,77,26036,53,24
30621,85,91864,58,27
19878,74,44728,51,23
55317,47,165952,35,12
64042,55,96064,40,15
53353,96,405160,65,31
30912,28,30912,23,5
32785,116,98356,77,39
3192,123,9232,80,43
33161,67,188872,47,20
90537,177,6698032,115,62
64642,148,96964,97,51
49724,65,125872,46,19
3632,17,3632,15,2
6173,111,18520,73,38
42081,181,159784,117,64
89098,94,133648,64,30
90354,115,549556,77,38
20282,87,61720,59,28
28672,28,28672,23,5
51432,171,51432,111,60
90901,84,272704,58,26
92962,146,139444,96,50
28603,51,144808,37,14
88790,208,250504,134,74
51400,127,51400,84,43
23473,144,70420,94,50
49231,96,498472,65,31
73617,156,398032,102,54
7100,88,45520,59,29
25432,82,25432,56,26
56493,60,169480,43,17
96723,190,435256,123,67
47685,52,143056,38,14
30112,134,30112,88,46
63937,148,191812,97,51
22615,113,152656,75,38
92261,58,276784,42,16
41992,132,345544,87,45
70477,81,211432,56,25
60921,179,231316,116,63
94295,84,636496,58,26
63531,130,285892,86,44
36225,41,108676,31,10
7789,83,23368,56,27
28083,46,126376,34,12
89571,71,403072,50,21
76817,169,230452,110,59
83589,164,250768,107,57
16532,159,16532,103,56
88341,133,265024,88,45
94440,102,94440,69,33
44858,70,67288,49,21
10143,117,173320,77,40
48356,52,48356,38,14
9867,73,44404,50,23
70068,218,250504,140,78
64028,86,108052,59,27
57907,166,260584,108,58
28139,227,540916,145,82
92602,84,138904,58,26
29957,90,89872,61,29
76296,81,76296,56,25
5440,15,5440,14,1
47242,145,70864,95,50
42534,150,95704,98,52
28271,134,515860,88,46
78816,213,250504,137,76
39280,137,39280,90,47
23889,144,153088,94,50
17631,53,267784,38,15
61064,34,61064,27,7
35145,129,190024,85,44
52162,83,237976,57,26
96719,128,979288,85,43
91075,89,409840,61,28
77361,138,954016,91,47
50980,83,64528,57,26
97662,146,1112452,96,50
6980,150,9232,97,53
26190,77,125872,53,24
42601,101,323512,68,33
59561,272,11003416,173,99
78041,63,263392,45,18
61559,60,415528,43,17
86206,89,654640,61,28
6911,150,1276936,97,53
57714,166,97396,108,58
46858,145,70288,95,50
34965,111,104896,74,37
85668,239,365956,153,86
25228,64,28384,45,19
5979,54,45412,38,16
87528,164,87528,107,57
17154,66,25732,46,20
59766,166,817936,108,58
99085,97,297256,66,31
39072,44,39072,33,11
69520,55,69520,40,15
9504,78,9504,53,25
60704,73,60704,51,22
64380,47,244456,35,12
95458,97,143188,66,31
57867,166,260404,108,58
16906,84,25360,57,27
45839,31,464128,25,6
58280,47,58280,35,12
89490,115,226528,77,38
26807,108,1100608,72,36
45001,62,243304,44,18
22169,193,269728,124,69
70120,81,70120,56,25
38715,75,196000,52,23
54094,91,205396,62,29
55420,91,210436,62,29
49146,158,1276936,103,55
77426,125,130660,83,42
92950,146,209140,96,50
77812,94,599056,64,30
2462,71,12472,48,23
14292,76,14292,52,24
46805,145,140416,95,50
76972,76,86596,53,23
93472,84,93472,58,26
64947,68,292264,48,20
98990,115,334096,77,38
84081,32,252244,26,6
61333,60,184000,43,17
77795,169,350080,110,59
30842,54,46264,39,15
48759,65,329128,46,19
76273,55,228820,40,15
37644,62,42352,44,18
50409,65,382804,46,19
43951,101,445012,68,33
56850,104,875284,70,34
28045,59,84136,42,17
15998,190,182248,122,68
79752,94,79752,64,30
98606,40,332800,31,9
23912,51,23912,37,14
55534,153,187432,100,53
82567,151,557332,99,52
94871,190,640384,123,67
14572,164,18448,106,58
94464,27,94464,23,4
57942,104,223072,70,34
58006,73,130516,51,22
86251,195,491236,126,69
58713,104,198160,70,34
43542,194,97972,125,69
23388,144,39472,94,50
93981,177,338740,115,62
48909,158,146728,103,55
85458,76,1039552,53,23
13058,169,19588,109,60
64029,86,192088,59,27
55732,91,80512,62,29
24859,100,6889048,67,33
48690,70,156004,49,21
44639,145,677968,95,50
91599,208,927448,134,74
46487,114,313792,76,38
20568,56,20568,40,16
29740,46,33460,34,12
57805,47,173416,35,12
3755,61,16900,42,19
27045,90,81136,61,29
67261,68,201784,48,20
66913,161,254068,105,56
8707,140,39184,91,49
8895,70,486952,48,22
18038,40,45664,30,10
83987,89,377944,61,28
81943,182,553120,118,64
51613,127,220480,84,43
29726,72,150496,50,22
5927,72,45016,49,23
9497,52,32056,37,15
56448,34,56448,27,7
29807,116,381976,77,39
88200,164,88200,107,57
41322,57,61984,41,16
65096,161,65096,105,56
22657,87,67972,59,28
55148,60,104704,43,17
91397,32,274192,26,6
49667,114,223504,76,38
82369,120,263896,80,40
38788,137,95956,90,47
62947,148,283264,97,51
21728,69,21728,48,21
95082,53,142624,39,14
68057,81,229696,56,25
3082,35,4624,26,9
34197,67,102592,47,20
36736,49,36736,36,13
80103,120,912436,80,40
79579,120,604312,80,40
25499,82,290464,56,26
76866,76,115300,53,23
31657,222,540916,142,80
67696,42,67696,32,10
37901,62,113704,44,18
84900,226,1276936,145,81
47702,127,107332,84,43
19034,79,28552,54,25
10806,73,155824,50,23
35852,49,40336,36,13
26833,121,103336,80,41
63438,166,846916,108,58
13945,151,79432,98,53
19874,74,29812,51,23
40373,137,121120,90,47
89465,120,1146472,80,40
15380,53,15380,38,15
36752,62,36752,44,18
89823,102,1364200,69,33
5111,59,34504,41,18
54342,39,122272,30,9
12088,94,39364,63,31
23763,100,114208,67,33
82618,58,123928,42,16
9597,73,36448,50,23
18314,110,27472,73,37
66550,55,189520,40,15
23706,38,35560,29,9
67365,68,202096,48,20
73446,63,165256,45,18
78646,107,447928,72,35
2024,112,9232,73,39
59797,104,179392,70,34
80074,169,144340,110,59
92198,177,207448,115,62
64430,47,217456,35,12
61628,60,156004,43,17
33849,111,114244,74,37
37805,155,113416,101,54
15380,53,15380,38,15
59665,73,178996,51,22
27767,152,187432,99,53
68100,161,72736,105,56
36061,93,108184,63,30
94734,177,319732,115,62
69123,55,311056,40,15
16088,45,16088,33,12
48869,39,146608,30,9
23226,144,34840,94,50
95287,102,814048,69,33
6644,137,9232,89,48
93060,115,198772,77,38
36728,173,8153620,112,61
11006,174,225988,112,62
65698,161,98548,105,56
16030,45,81160,33,12
14227,50,64024,36,14
63647,223,62710036,143,80
60604,86,153412,59,27
28732,152,72736,99,53
68927,86,1570264,59,27
5998,49,20248,35,14
55507,114,320488,76,38
78230,76,176020,53,23
49816,96,95956,65,31
42093,181,269728,117,64
62540,135,84544,89,46
66078,68,334528,48,20
21818,131,95956,86,45
37862,62,85192,44,18
13429,89,40288,60,29
43935,57,750688,41,16
10259,148,46168,96,52
57776,73,61720,51,22
81581,89,244744,61,28
94948,76,94948,53,23
5470,160,27700,103,57
28855,196,1404052,126,70
6257,124,18772,81,43
76257,55,434320,40,15
33938,85,85912,58,27
99135,71,2258440,50,21
1652,91,9232,60,31
50289,127,150868,84,43
84731,288,9402640,183,105
25052,113,42280,75,38
27387,183,1998916,118,65
75055,86,759940,59,27
16185,53,54628,38,15
33788,160,433024,104,56
21622,69,54736,48,21
75565,63,226696,45,18
77985,107,800440,72,35
59793,73,179380,51,22
45254,114,101824,76,38
34052,129,34052,85,44
49812,96,95956,65,31
30448,134,30448,88,46
83931,89,637360,61,28
30255,209,1276936,134,75
84046,133,323512,88,45
57419,122,258388,81,41
14473,208,225988,133,75
3472,30,3472,23,7
95805,53,287416,39,14
8330,127,12496,83,44
34866,111,59668,74,37
46851,176,210832,114,62
54221,91,162664,62,29
93809,40,281428,31,9
6398,168,138400,108,60
97910,66,247840,47,19
35526,186,250504,120,66
53073,78,159220,54,24
90107,164,577348,107,57
83821,89,251464,61,28
84531,63,380392,45,18
23285,144,69856,94,50
61331,148,275992,97,51
83370,107,125056,72,35
25123,38,113056,29,9
70554,81,105832,56,25
81907,257,368584,164,93
94789,102,284368,69,33
62813,86,188440,59,27
8000,114,9232,75,39
22437,113,345544,75,38
42964,101,42964,68,33
2097,63,6292,43,20
25280,82,25280,56,26
26202,139,39304,91,48
19716,43,19716,32,11
29310,103,333880,69,34
15079,102,1100608,68,34
56615,109,429928,73,36
5106,178,1276936,114,64
94849,102,405160,69,33
2840,35,2840,26,9
68921,174,662416,113,61
43620,70,43620,49,21
42822,49,96352,36,13
13494,182,57652,117,65
17070,128,57616,84,44
7532,88,14308,59,29
37052,142,93796,93,49
7737,176,26116,113,63
7711,132,117124,86,46
67156,68,67156,48,20
13976,151,13976,98,53
62425,148,210688,97,51
45604,83,219184,57,26
23253,51,69760,37,14
80798,50,409048,37,13
1432,34,1432,25,9
74604,94,201688,64,30
37482,62,56224,44,18
92574,138,468664,91,47
9558,78,21508,53,25
74972,187,144340,121,66
163,23,736,17,6
34743,142,234520,93,49
19676,105,95956,70,35
73998,156,249748,102,54
17016,79,21544,54,25
50058,127,75088,84,43
32592,54,32592,39,15
93584,146,93584,96,50
9834,42,14752,31,11
7897,39,26656,29,10
32973,67,98920,47,20
49734,114,111904,76,38
41801,106,211624,71,35
96045,84,288136,58,26
5348,46,8584,33,13
59064,73,59064,51,22
95851,208,3786424,134,74
2644,115,9232,75,40
40786,88,392020,60,28
18682,92,95956,62,30
50027,65,225124,46,19
15893,97,47680,65,32
47300,83,95956,57,26
17074,172,28816,111,61
30683,33,233008,26,7
97799,128,952864,85,43
96895,102,3725008,69,33
14290,195,695464,125,70
7928,101,15064,67,34
48331,189,217492,122,67
66708,161,66708,105,56
77455,76,784240,53,23
65429,68,196288,48,20
50602,83,75904,57,26
77466,107,176740,72,35
2540,32,3220,24,8
22670,87,76516,59,28
70969,112,511576,75,37
20645,118,61936,78,40
18746,154,28120,100,54
28229,59,84688,42,17
34522,129,51784,85,44
97240,190,97240,123,67
26929,90,80788,61,29
18323,154,82456,100,54
57715,166,259720,108,58
87897,102,296656,69,33
62293,104,186880,70,34
29056,20,29056,18,2
42892,75,48256,52,23
81913,182,393640,118,64
6589,137,19768,89,48
90537,177,6698032,115,62
6305,62,26944,43,19
7346,163,12400,105,58
29301,72,87904,50,22
24260,25,24260,21,4
91007,84,3109912,58,26
88554,102,132832,69,33
15353,115,560356,76,39
33366,90,202984,61,29
19447,105,131272,70,35
2337,58,7012,40,18
62033,179,186100,116,63
75416,156,75416,102,54
97853,159,293560,104,55
98877,159,400948,104,55
7522,39,11284,29,10
71708,94,121012,64,30
23482,144,35224,94,50
18475,154,83140,100,54
46761,70,1797712,49,21
55719,65,423124,46,19
44630,44,100420,33,11
45233,114,135700,76,38
86545,120,259636,80,40
67170,68,100756,48,20
50670,57,171016,41,16
78022,125,175552,83,42
69185,174,207556,113,61
47946,83,71920,57,26
13141,32,39424,25,7
83458,151,125188,99,52
14358,120,32308,79,41
68674,68,103012,48,20
65634,99,98452,67,32
76944,50,76944,37,13
96112,45,96112,34,11
78259,182,352168,118,64
12925,169,209680,109,60
69287,236,1216456,151,85
93270,115,209860,77,38
74072,50,74072,37,13
57327,197,979504,127,70
90024,177,250504,115,62
30652,90,314656,61,29
70203,143,355408,94,49
48778,39,73168,30,9
16995,128,76480,84,44
67264,99,67264,67,32
59635,166,268360,108,58
10801,161,32404,104,57
37824,62,37824,44,18
63879,192,431188,124,68
18709,61,56128,43,18
12820,63,12820,44,19
74906,50,112360,37,13
63871,223,2182624,143,80
9284,34,9284,26,8
30574,72,103192,50,22
78708,107,95956,72,35
30934,85,111508,58,27
5775,129,58480,84,45
72056,81,91204,56,25
10984,130,10984,85,45
96469,27,289408,23,4
96335,190,975400,123,67
18134,48,40804,35,13
14940,40,25216,30,10
782,121,9232,78,43
56701,60,215296,43,17
27625,64,796552,45,19
6824,18,6824,16,2
18490,154,27736,100,54
39962,93,59944,63,30
29119,227,1119472,145,82
81817,63,276136,45,18
22264,118,42280,78,40
13566,182,260800,117,65
20355,35,91600,27,8
42952,75,42952,52,23
91180,58,102580,42,16
23649,51,89800,37,14
50730,83,76096,57,26
41972,106,59776,71,35
18659,123,83968,81,42
21254,56,47824,40,16
64167,161,925072,105,56
48564,158,48564,103,55
26391,245,481624,156,89
88665,120,299248,80,40
51579,78,261124,54,24
79026,125,133360,83,42
32659,191,146968,123,68
6853,31,20560,24,7
94987,128,770308,85,43
2552,58,9232,40,18
71948,81,80944,56,25
61002,86,91504,59,27
49160,52,49160,38,14
51708,83,496996,57,26
33244,67,56104,47,20
21801,149,248344,97,52
75940,55,243304,40,15
57829,166,173488,108,58
7240,70,7240,48,22
6711,93,86020,62,31
21385,100,208384,67,33
21039,224,269620,143,81
40847,88,413584,60,28
87984,71,87984,50,21
67822,86,228904,59,27
37992,80,37992,55,25
79058,125,300184,83,42
6972,181,190996,116,65
29140,46,29140,34,12
85446,151,192256,99,52
77068,50,86704,37,13
80258,94,120388,64,30
84743,107,572020,72,35
37712,124,37712,82,42
6531,137,29392,89,48
11117,161,33352,104,57
65795,99,675376,67,32
283,60,9232,40,20
79474,50,134116,37,13
1899,68,8548,46,22
4136,126,9232,82,44
6630,75,14920,51,24
85121,226,552904,145,81
89088,40,89088,31,9
65032,42,65032,32,10
33381,116,100144,77,39
17072,66,17072,46,20
20075,92,90340,62,30
90725,89,272176,61,28
67844,112,67844,75,37
39902,212,984148,136,76
11206,37,25216,28,9
55662,60,187864,43,17
5907,124,345544,81,43
2592,27,2592,21,6
62988,148,70864,97,51
63371,179,1951288,116,63
80686,213,6810136,137,76
54401,78,174292,54,24
25151,157,572992,102,55
31853,253,497176,161,92
42871,194,289384,125,69
52757,127,158272,84,43
56482,153,84724,100,53
1284,26,1284,20,6
33692,67,95956,47,20
1126,44,2536,31,13
67066,161,190996,105,56
26171,170,132496,110,60
8439,158,56968,102,56
20096,43,20096,32,11
16155,102,1048120,68,34
8005,52,24016,37,15
9753,122,32920,80,42
55427,153,249424,100,53
26820,46,26820,34,12
92052,133,92052,88,45
24218,69,36328,48,21
88709,208,266128,134,74
32995,129,148480,85,44
15037,89,45112,60,29
77276,169,130408,110,59
97757,40,293272,31,9
49417,145,250180,95,50
9588,122,9588,80,42
95666,53,161440,39,14
646,100,9232,65,35
30931,209,190996,134,75
81836,76,196648,53,23
30091,46,135412,34,12
87490,226,539440,145,81
52143,78,527956,54,24
26476,139,50272,91,48
18889,61,95632,43,18
43733,44,131200,33,11
81624,182,81624,118,64
46306,52,69460,38,14
46038,70,295000,49,21
9347,60,42064,42,18
588,118,9232,76,42
12764,76,21544,52,24
59166,60,299536,43,17
69616,81,223072,56,25
36117,41,108352,31,10
85752,195,695464,126,69
91354,84,208384,58,26
90302,115,685744,77,38
95649,53,286948,39,14
25557,126,76672,83,43
59043,135,359152,89,46
18100,40,18100,30,10
45097,207,2194288,133,74
71987,187,323944,121,66
13231,138,133972,90,48
29010,134,954016,88,46
70970,81,106456,56,25
33867,85,152404,58,27
84247,81,568672,56,25
76976,50,76976,37,13
41856,150,41856,98,52
81558,37,183508,29,8
6417,62,19252,43,19
72517,125,217552,83,42
55916,91,179152,62,29
18059,185,81268,119,66
76638,81,387988,56,25
40719,36,412288,28,8
32603,191,313360,123,68
74659,138,345544,91,47
78113,50,234340,37,13
58068,60,58068,43,17
27517,152,104488,99,53
87970,102,131956,69,33
1090,44,1636,31,13
37347,36,168064,28,8
74664,37,74664,29,8
10488,104,19924,69,35
156,36,304,25,11
67495,192,5918020,124,68
76230,81,171520,56,25
38548,124,38548,82,42
28796,165,138400,107,58
55297,91,165892,62,29
21448,48,21448,35,13
36599,155,247048,101,54
41815,150,282256,98,52
90752,40,90752,31,9
75331,138,338992,91,47
98746,265,975400,169,96
87961,71,296872,50,21
63279,179,640708,116,63
55078,60,123928,43,17
71907,50,323584,37,13
9529,104,61072,69,35
93813,133,281440,88,45
50101,114,150304,76,38
8180,65,39364,45,20
48782,65,208384,46,19
55268,122,95956,81,41
82380,58,92680,42,16
23953,188,138400,121,67
53799,215,6810136,138,77
98697,190,562120,123,67
50940,96,489616,65,31
29517,103,95956,69,34
56527,91,572344,62,29
10450,86,80512,58,28
50291,114,305908,76,38
86662,102,194992,69,33
72955,125,1331152,83,42
22747,82,172744,56,26
67991,86,458944,59,27
58811,78,297736,54,24
83298,151,124948,99,52
15224,133,21688,87,46
72238,187,243808,121,66
2598,146,9232,94,52
65678,86,399472,59,27
2660,53,2660,37,16
86517,71,259552,50,21
74568,63,74568,45,18
15038,89,114208,60,29
46739,52,210328,38,14
71679,249,12400288,159,90
12110,94,118096,63,31
22011,74,125368,51,23
8788,96,9232,64,32
8473,57,28600,40,17
23384,144,23384,94,50
61710,148,208276,97,51
69786,143,104680,94,49
34519,28,233008,23,5
53910,184,138400,119,65
18352,61,18352,43,18
69625,205,297412,132,73
53331,70,324376,49,21
15283,32,68776,25,7
84867,151,381904,99,52
21779,162,98008,105,57
24265,126,897856,83,43
59676,117,121012,78,39
5076,41,5076,30,11
75949,156,227848,102,54
48455,96,620944,65,31
28366,152,817936,99,53
72767,81,1657744,56,25
48201,189,742120,122,67
11003,73,237976,50,23
13948,133,67048,87,46
79223,151,542104,99,52
94841,190,540160,123,67
78611,107,353752,72,35
52143,78,527956,54,24
56308,83,202984,57,26
4494,77,15172,52,25
50086,65,112696,46,19
34229,80,102688,55,25
79677,76,239032,53,23
51876,96,747952,65,31
31656,54,31656,39,15
43473,163,130420,106,57
49438,158,400948,103,55
49417,145,250180,95,50
59712,91,59712,62,29
6817,137,32776,89,48
77176,125,97684,83,42
64308,29,64308,24,5
46734,70,199636,49,21
95029,146,285088,96,50
11241,99,324160,66,33
98235,53,497320,39,14
92494,164,592648,107,57
98345,128,1120228,85,43
71364,143,71364,94,49
32763,160,359152,104,56
8260,127,9232,83,44
50140,65,84616,46,19
14850,133,22276,87,46
81769,89,620944,61,28
89710,71,302776,50,21
54870,91,123460,62,29
63096,179,575728,116,63
70911,81,3634792,56,25
86711,102,585304,69,33
23568,100,23568,67,33
35293,49,105880,36,13
74814,112,568132,75,37
97137,159,291412,104,55
51632,109,176740,73,36
9886,135,50056,88,47
59660,73,67120,51,22
54307,47,244384,35,12
66315,99,298420,67,32
65088,161,65088,105,56
29166,165,98440,107,58
58930,73,125872,51,22
67029,130,201088,86,44
95999,102,5535844,69,33
49813,96,149440,65,31
50501,96,151504,65,31
79152,125,79152,83,42
58644,47,58644,35,12
44901,39,134704,30,9
42947,49,193264,36,13
7852,83,9448,56,27
16289,40,48868,30,10
72693,187,1276936,121,66
67581,205,2633632,132,73
7369,44,37312,32,12
85437,50,256312,37,13
96137,71,547540,50,21
46404,83,74356,57,26
91171,71,410272,50,21
9169,153,27508,99,54
86498,164,129748,107,57
49880,189,269728,122,67
59872,135,59872,89,46
89389,133,268168,88,45
98647,159,665872,104,55
32175,98,325780,66,32
99752,66,99752,47,19
92492,71,166696,50,21
6582,137,25000,89,48
71854,50,242512,37,13
64047,223,1404052,143,80
49679,140,503008,92,48
26650,183,250504,118,65
88669,71,266008,50,21
82326,120,281716,80,40
14568,45,14568,33,12
80405,120,241216,80,40
89907,164,404584,107,57
96020,53,96020,39,14
61945,179,235204,116,63
78003,50,351016,37,13
28804,165,28804,107,58
18231,154,123064,100,54
17863,97,120580,65,32
43356,44,73168,33,11
31260,134,52756,88,46
99076,97,99076,66,31
87446,58,196756,42,16
30796,134,34648,88,46
8771,140,39472,91,49
11094,55,24964,39,16
46572,57,58948,41,16
194,119,9232,76,43
17570,141,26356,92,49
11191,130,75544,85,45
62825,86,477088,59,27
42753,150,128260,98,52
32328,147,65608,96,51
42071,31,283984,25,6
85926,151,412936,99,52
40198,137,90448,90,47
2262,37,5092,27,10
93906,84,356560,58,26
26513,77,79540,53,24
6717,88,20152,59,29
86796,164,97648,107,57
28934,165,65104,107,58
4379,214,250504,136,78
40584,36,40584,28,8
85372,89,324160,61,28
29034,59,43552,42,17
24001,144,72004,94,50
75869,55,227608,40,15
42605,101,345544,68,33
68337,68,205012,48,20
95075,53,427840,39,14
95656,53,95656,39,14
73870,81,599056,56,25
5411,41,24352,30,11
83376,138,84544,91,47
56045,153,168136,100,53
63316,55,63316,40,15
96056,71,153880,50,21
71345,50,214036,37,13
6797,62,20392,43,19
86717,76,260152,53,23
54246,91,122056,62,29
43057,101,129172,68,33
17710,97,59776,65,32
58558,153,444688,100,53
17544,141,17544,92,49
37419,62,168388,44,18
94612,84,95956,58,26
96039,102,5914132,69,33
16725,35,50176,27,8
3829,56,11488,39,17
17088,27,17088,22,5
12606,156,817936,101,55
31338,54,47008,39,15
5483,116,24676,76,40
65334,68,372112,48,20
92542,164,1054132,107,57
88297,120,670516,80,40
50953,202,2789152,130,72
5464,41,5464,30,11
70449,50,211348,37,13
4649,134,67048,87,47
33624,67,33624,47,20
59157,42,177472,32,10
35635,98,160360,66,32
44603,163,225808,106,57
49335,145,1200256,95,50
68649,174,781972,113,61
22055,100,167488,67,33
70029,81,210088,56,25
22208,131,22208,86,45
80651,138,362932,91,47
99822,97,455380,66,31
81555,76,367000,53,23
21387,162,250504,105,57
83277,89,675376,61,28
59519,122,2033908,81,41
52782,246,481624,157,89
52781,246,481624,157,89
61441,60,184324,43,17
44200,132,44200,87,45
61036,86,173824,59,27
8211,158,36952,102,56
44364,57,94768,41,16
78280,200,190996,129,71
60349,210,386692,135,75
55285,60,165856,43,17
72125,94,216376,64,30
68848,112,176740,75,37
22433,69,67300,48,21
64090,55,96136,40,15
55399,114,946564,76,38
99292,97,167560,66,31
3322,136,9232,88,48
81349,37,244048,29,8
37384,62,37384,44,18
78683,151,597508,99,52
79191,125,534544,83,42
52894,52,267784,38,14
35821,98,107464,66,32
66263,99,447280,67,32
3761,38,11284,28,10
22191,118,224692,78,40
67412,86,67412,59,27
23378,82,199744,56,26
46738,52,118312,38,14
69570,187,1355668,121,66
38212,106,103336,71,35
82910,182,1195288,118,64
3745,162,21688,104,58
24996,157,47464,102,55
16978,66,96712,46,20
97939,66,440728,47,19
34543,111,885328,74,37
10652,86,45520,58,28
99240,159,99240,104,55
78932,138,78932,91,47
95345,53,286036,39,14
16716,66,23812,46,20
44410,70,66616,49,21
24307,157,109384,102,55
19087,53,193264,38,15
14377,151,163780,98,53
61351,86,465892,59,27
71426,125,217240,83,42
36637,199,225988,128,71
86121,76,653992,53,23
51650,78,330964,54,24
34611,54,155752,39,15
10059,135,45268,88,47
74638,94,251908,64,30
78034,63,296296,45,18
70195,205,315880,132,73
76918,169,194704,110,59
64201,192,325024,124,68
46620,52,78676,38,14
17155,66,77200,46,20
19540,43,19540,32,11
60059,65,1154464,46,19
62069,148,186208,97,51
77314,76,115972,53,23
99933,66,299800,47,19
30374,178,129760,115,63
33155,116,149200,77,39
6032,67,9232,46,21
93534,221,473524,142,79
71976,50,71976,37,13
22786,131,34180,86,45
78929,99,236788,67,32
28670,196,2480056,126,70
94476,115,106288,77,38
2283,58,13012,40,18
34625,142,103876,93,49
48439,220,497176,141,79
89901,164,269704,107,57
67535,161,683800,105,56
31706,54,47560,39,15
38245,80,114736,55,25
74965,63,224896,45,18
37438,85,284308,58,27
77873,169,233620,110,59
74879,86,2558788,59,27
72983,63,492640,45,18
50584,158,50584,103,55
38393,75,145780,52,23
7462,70,16792,48,22
10517,55,31552,39,16
79286,99,1928932,67,32
17515,203,269728,130,73
36269,49,108808,36,13
90487,63,610792,45,18
36789,155,110368,101,54
75750,63,170440,45,18
61050,179,91576,116,63
62494,254,975400,162,92
36028,80,91204,55,25
93548,84,177604,58,26
42850,31,64276,25,6
17859,97,85840,65,32
84163,182,378736,118,64
79004,169,149992,110,59
52396,52,58948,38,14
39759,168,402568,109,59
54313,140,618676,92,48
68671,112,1564432,75,37
82280,58,82280,42,16
15435,53,69460,38,15
64048,55,64048,40,15
47776,26,47776,22,4
75770,156,485512,102,54
66678,68,168784,48,20
83556,63,83556,45,18
85921,195,257764,126,69
45735,119,390724,79,40
88504,45,88504,34,11
40604,150,250504,98,52
76709,200,230128,129,71
81927,182,553012,118,64
68804,68,68804,48,20
39333,49,118000,36,13
91704,71,91704,50,21
21313,56,63940,40,16
93377,84,280132,58,26
84527,133,1083184,88,45
44180,132,44180,87,45
71443,73,514996,51,22
40380,150,560356,98,52
17298,53,43792,38,15
2012,68,9232,46,22
44015,101,752056,68,33
11739,50,89152,36,14
94334,84,1074544,58,26
47499,75,213748,52,23
11121,130,33364,85,45
8768,96,9232,64,32
22853,175,68560,113,62
79240,45,79240,34,11
930,36,1396,26,10
77488,169,77488,110,59
91576,177,91576,115,62
95041,146,285124,96,50
17439,154,3818500,100,54
48516,127,560356,84,43
5745,36,17236,27,9
83821,89,251464,61,28
42418,101,71584,68,33
7070,150,35800,97,53
42360,150,53620,98,52
19800,74,23812,51,23
98747,120,499912,80,40
93763,133,421936,88,45
70189,205,210568,132,73
89860,133,89860,88,45
7598,70,25648,48,22
47094,57,134116,41,16
37227,111,167524,74,37
72128,143,72128,94,49
91370,133,137056,88,45
77363,138,954016,91,47
26418,46,44584,34,12
18694,61,42064,43,18
79675,76,403360,53,23
53162,140,79744,92,48
2170,45,3256,32,13
84093,58,319300,42,16
22053,100,66160,67,33
71850,50,107776,37,13
73852,63,280420,45,18
8037,26,24112,21,5
31779,54,143008,39,15
27735,152,187216,99,53
23174,56,52144,40,16
30404,33,30404,26,7
66322,68,188872,48,20
71676,249,1377808,159,90
6345,80,32128,54,26
18801,123,56404,81,42
25373,56,76120,40,16
61517,60,184552,43,17
20539,149,103984,97,52
63919,192,984148,124,68
14974,71,170584,49,22
71156,187,250504,121,66
59501,166,254176,108,58
36576,36,36576,28,8
42262,57,95092,41,16
27717,152,83152,99,53
3237,48,9712,34,14
15849,58,135412,41,17
2353,32,7060,24,8
1933,24,5800,19,5
76450,200,2092552,129,71
8557,78,61720,53,25
86837,164,260512,107,57
5499,67,27844,46,21
76119,55,513808,40,15
50099,114,225448,76,38
64387,47,289744,35,12
9570,73,14356,50,23
56883,197,255976,127,70
70394,104,133648,70,34
341,11,1024,10,1
