Start,Steps,Max Value,Even Steps,Odd Steps
35898,49,53848,36,13
58566,47,131776,35,12
30931,209,190996,134,75
57234,52,144880,38,14
82822,151,398032,99,52
14381,71,43144,49,22
76897,156,291976,102,54
70935,174,478816,113,61
55831,91,376864,62,29
5530,129,9232,84,45
94599,53,638548,39,14
82988,89,93364,61,28
49179,220,840292,141,79
6938,31,10408,24,7
39887,75,403864,52,23
49700,96,179152,65,31
76397,138,367144,91,47
90679,208,1276936,134,74
25280,82,25280,56,26
38107,199,289384,128,71
79738,76,255472,53,23
40545,62,153952,44,18
8998,47,20248,34,13
85712,32,85712,26,6
40861,150,122584,98,52
3226,22,4840,18,4
59471,166,602152,108,58
63657,223,1960036,143,80
51881,96,6731584,65,31
61079,34,412288,27,7
88647,120,598372,80,40
76291,55,343312,40,15
56634,104,84952,70,34
26656,33,26656,26,7
43602,150,248344,98,52
3115,61,14020,42,19
26503,77,178900,53,24
49769,96,377944,65,31
48129,145,144388,95,50
20029,66,60088,46,20
55566,140,187540,92,48
83124,107,83124,72,35
35334,80,79504,55,25
3175,198,695464,126,72
35399,173,238948,112,61
35930,186,138400,120,66
4322,33,6484,25,8
95972,53,95972,39,14
55422,91,631312,62,29
72636,99,465424,67,32
23761,100,114208,67,33
11361,81,43144,55,26
10314,148,15472,96,52
85999,195,1469392,126,69
5802,23,8704,19,4
14131,102,63592,68,34
14272,76,14272,52,24
16076,27,18088,22,5
18985,53,243304,38,15
88096,133,88096,88,45
60943,86,617056,59,27
12862,125,97684,82,43
98971,283,79165024,180,103
82204,76,296296,53,23
71377,99,214132,67,32
61248,60,61248,43,17
69102,130,233224,86,44
20978,56,39832,40,16
50618,57,75928,41,16
57474,153,86212,100,53
86655,89,3331348,61,28
88178,146,158920,96,50
72903,187,492100,121,66
92173,177,276520,115,62
15631,133,158272,87,46
20057,48,67696,35,13
7383,70,49840,48,22
55740,153,158740,100,53
81686,89,183796,61,28
48640,114,48640,76,38
59839,166,6218260,108,58
46042,57,69064,41,16
993,93,8080,61,32
72395,94,325780,64,30
67658,60,101488,43,17
27161,38,91672,29,9
45157,207,695464,133,74
51376,127,51376,84,43
86443,76,553876,53,23
19573,136,58720,89,47
4137,95,59668,63,32
61869,86,185608,59,27
82264,89,82264,61,28
32168,72,32168,50,22
15480,146,19600,95,51
31377,147,94132,96,51
4824,72,5812,49,23
70457,81,237796,56,25
19586,167,29380,108,59
17273,110,560356,73,37
26620,170,575728,110,60
75070,86,962008,59,27
39896,168,182068,109,59
3721,69,80512,47,22
19268,123,19268,81,42
15697,177,190996,114,63
29969,165,89908,107,58
53365,184,250504,119,65
23346,82,39400,56,26
51568,26,51568,22,4
91230,84,584548,58,26
61608,55,61608,40,15
19386,74,39364,51,23
83659,288,11003416,183,105
66901,37,200704,29,8
68245,174,204736,113,61
65426,130,283336,86,44
78519,169,530008,110,59
82845,63,248536,45,18
32920,116,32920,77,39
90698,89,136048,61,28
57197,60,171592,43,17
79402,45,119104,34,11
496,110,9232,71,39
44756,70,44756,49,21
67685,86,203056,59,27
33325,160,99976,104,56
78930,107,505744,72,35
1553,122,9232,79,43
51273,163,1052512,106,57
35854,93,121012,63,30
32925,54,98776,39,15
74463,112,1130920,75,37
96388,97,96388,66,31
23890,250,497176,159,91
54676,60,54676,43,17
73592,68,157192,48,20
70191,218,899476,140,78
22635,144,367144,94,50
32364,191,92176,123,68
63753,223,6810136,143,80
77005,50,231016,37,13
56399,109,571048,73,36
98459,234,1121524,150,84
40719,36,412288,28,8
82917,63,248752,45,18
26871,95,181384,64,31
37395,36,168280,28,8
52058,52,78088,38,14
79796,169,182068,110,59
80410,120,120616,80,40
13017,138,43936,90,48
42138,44,63208,33,11
154,23,232,17,6
7854,83,26512,56,27
12380,37,20896,28,9
15793,40,47380,30,10
38368,75,38368,52,23
18101,40,54304,30,10
63457,130,549556,86,44
11050,130,16576,85,45
787,59,3544,40,19
69905,143,209716,94,49
30700,178,43720,115,63
47692,52,53656,38,14
37041,49,111124,36,13
92991,115,2118472,77,38
57987,73,260944,51,22
38763,80,174436,55,25
23601,51,70804,37,14
94775,84,1214512,58,26
90778,208,6810136,134,74
19811,43,89152,32,11
85704,32,85704,26,6
87348,164,1276936,107,57
57205,52,171616,38,14
20086,43,50848,32,11
46855,176,316276,114,62
74798,112,252448,75,37
84270,45,284416,34,11
39780,75,39780,52,23
56208,60,56208,43,17
94616,84,95956,58,26
33981,85,101944,58,27
56118,184,319624,119,65
14142,58,120832,41,17
9345,184,575728,118,66
15897,53,53656,38,15
89354,164,134032,107,57
29814,72,75472,50,22
84432,151,84432,99,52
65680,161,65680,105,56
10682,148,21688,96,52
72904,63,72904,45,18
3229,74,39364,50,24
4583,90,223072,60,30
78684,169,132784,110,59
11398,68,25648,47,21
38800,168,1276936,109,59
37012,111,37012,74,37
79184,32,79184,26,6
93255,159,629476,104,55
44265,44,336148,33,11
42318,132,651544,87,45
47915,96,215620,65,31
84634,58,135592,42,16
45255,207,305476,133,74
40097,75,385396,52,23
53786,47,80680,35,12
52345,171,298132,111,60
82644,58,82644,42,16
68547,143,308464,94,49
71092,99,71092,67,32
65604,161,65604,105,56
28413,152,182068,99,53
51659,171,232468,111,60
99842,53,149764,39,14
49550,96,200932,65,31
11550,130,58480,85,45
71217,73,213652,51,22
25740,77,28960,53,24
21210,149,31816,97,52
87969,71,263908,50,21
15117,84,45352,57,27
20046,66,76120,46,20
26328,139,26328,91,48
35710,124,2316760,82,42
43618,70,65428,49,21
60140,65,76120,46,19
26906,46,40360,34,12
64149,161,250504,105,56
72604,187,662416,121,66
98096,159,98096,104,55
42920,75,42920,52,23
83522,89,125284,61,28
92906,146,139360,96,50
83401,45,422224,34,11
88151,195,595024,126,69
58447,166,591784,108,58
52429,140,157288,92,48
47895,96,323296,65,31
81150,169,3509728,110,59
6448,23,6448,19,4
5500,41,20896,30,11
39042,49,58564,36,13
31316,54,31316,39,15
1300,26,1300,20,6
4995,90,22480,60,30
95415,128,644056,85,43
81164,37,91312,29,8
7490,163,21688,105,58
91648,40,91648,31,9
32356,28,32356,23,5
73806,218,280240,140,78
68368,68,68368,48,20
77356,76,123928,53,23
90350,115,304936,77,38
87174,58,196144,42,16
1997,50,5992,35,15
44388,70,44388,49,21
3090,61,7828,42,19
98828,115,111184,77,38
20660,56,20660,40,16
45179,114,228724,76,38
95966,221,1497688,142,79
81269,182,243808,118,64
85043,63,382696,45,18
70727,125,725920,83,42
70112,81,70112,56,25
34566,173,77776,112,61
89243,94,1373920,64,30
22885,82,68656,56,26
17200,27,17200,22,5
60039,91,405268,62,29
57787,73,292552,51,22
49295,220,499120,141,79
78016,138,78016,91,47
34179,67,153808,47,20
12666,169,250504,109,60
535,22,3616,17,5
91829,177,275488,115,62
36133,49,108400,36,13
36111,186,365632,120,66
58755,135,264400,89,46
63581,55,190744,40,15
22470,87,50560,59,28
64017,55,192052,40,15
46234,145,69352,95,50
66709,161,200128,105,56
58233,135,839536,89,46
93451,221,420532,142,79
86438,195,194488,126,69
34410,28,51616,23,5
19325,123,73384,81,42
8739,47,39328,34,13
24055,144,162376,94,50
29710,72,100276,50,22
85644,50,96352,37,13
364,94,9232,61,33
10359,117,95956,77,40
3241,167,83104,107,60
72202,50,108304,37,13
45690,132,68536,87,45
1937,50,5812,35,15
91075,89,409840,61,28
43966,101,333880,68,33
77535,156,1177576,102,54
883,28,3976,21,7
20225,43,60676,32,11
30826,54,46240,39,15
70741,99,212224,67,32
28886,103,138832,69,34
40057,137,228148,90,47
3204,61,4372,42,19
60242,65,514672,46,19
2245,45,6736,32,13
98323,97,442456,66,31
68620,68,77200,48,20
21585,162,64756,105,57
8522,78,12784,53,25
50018,158,75028,103,55
33542,67,75472,47,20
29064,72,39364,50,22
70269,81,675376,56,25
64953,68,219220,48,20
93055,177,4024564,115,62
39564,124,44512,82,42
39753,75,201256,52,23
95234,128,217240,85,43
2568,27,2568,21,6
16122,97,39364,65,32
1675,135,9232,87,48
76412,94,489616,64,30
66276,68,66276,48,20
67082,68,100624,48,20
29141,46,87424,34,12
9328,34,9328,26,8
70664,81,70664,56,25
23332,82,29536,56,26
23005,56,69016,40,16
10493,104,59776,69,35
54798,140,184948,92,48
58096,104,176740,70,34
13750,89,223072,60,29
63218,86,270052,59,27
89045,120,267136,80,40
9046,91,28996,61,30
20117,43,60352,32,11
18668,35,23632,27,8
75058,156,126664,102,54
74206,143,1426408,94,49
27303,183,262420,118,65
11284,37,11284,28,9
30936,85,223072,58,27
72535,81,489616,56,25
94343,84,636820,58,26
31625,85,512944,58,27
13441,89,43072,60,29
46502,176,104632,114,62
87334,133,196504,88,45
1270,31,3220,23,8
7869,101,23608,67,34
30252,85,34036,58,27
77910,169,175300,110,59
84524,58,95092,42,16
38730,106,176740,71,35
15735,53,106216,38,15
42430,57,322216,41,16
41338,181,62008,117,64
40326,88,90736,60,28
83601,107,250804,72,35
62515,135,281320,89,46
8434,57,40552,40,17
9112,60,9112,42,18
63754,55,95632,40,15
80584,138,80584,91,47
73621,63,220864,45,18
21752,69,69712,48,21
16454,40,37024,30,10
85845,76,257536,53,23
38969,49,131524,36,13
30078,271,9635920,172,99
34776,186,225988,120,66
58145,78,174436,54,24
48571,52,245896,38,14
46098,176,116692,114,62
24504,64,24504,45,19
2780,128,9232,83,45
86841,71,293092,50,21
756,108,9232,70,38
39264,137,39264,90,47
55088,60,55088,43,17
42282,106,63424,71,35
51483,158,1319488,103,55
54858,60,82288,43,17
17401,79,111508,54,25
40116,44,40116,33,11
14250,76,21376,52,24
46826,145,70240,95,50
24601,232,250504,148,84
37707,155,169684,101,54
19223,167,129760,108,59
99042,40,148564,31,9
41140,57,41140,41,16
41303,150,278800,98,52
94685,177,284056,115,62
87839,58,1334068,42,16
68160,81,68160,56,25
8647,52,58372,37,15
13544,37,13544,28,9
94497,115,283492,77,38
22786,131,34180,86,45
78354,200,198340,129,71
31407,85,318004,58,27
88993,94,811924,64,30
51429,171,154288,111,60
23778,51,35668,37,14
57940,73,57940,51,22
53027,78,238624,54,24
86451,164,389032,107,57
29554,72,49876,50,22
23549,126,381976,83,43
63222,104,547540,70,34
37266,155,94336,101,54
40702,181,695464,117,64
51288,52,51288,38,14
6728,44,6728,32,12
50718,57,256768,41,16
32428,67,36484,47,20
16693,128,50080,84,44
31626,54,47440,39,15
24919,38,168208,29,9
41137,88,123412,60,28
52410,140,78616,92,48
15578,84,23368,57,27
85156,58,242512,42,16
99247,40,1004884,31,9
81732,182,1276936,118,64
27690,152,41536,99,53
11155,42,50200,31,11
94949,76,284848,53,23
21342,87,108052,59,28
97555,128,468808,85,43
74682,37,112024,29,8
46331,83,593728,57,26
87760,120,87760,80,40
68417,68,205252,48,20
86808,164,86808,107,57
33314,67,49972,47,20
46901,39,140704,30,9
78841,76,505168,53,23
34696,49,34696,36,13
30226,90,76516,61,29
86073,195,1276936,126,69
96368,45,96368,34,11
49157,52,147472,38,14
77210,63,115816,45,18
87454,102,560356,69,33
27830,59,118888,42,17
80909,138,242728,91,47
25939,95,747952,64,31
59165,60,177496,43,17
54531,246,1119472,157,89
68200,81,68200,56,25
60283,65,386260,46,19
47802,52,71704,38,14
9466,91,45520,61,30
3327,74,170584,50,24
3660,131,9232,85,46
60290,91,90436,62,29
27595,152,124180,99,53
4764,51,15280,36,15
88658,239,639088,153,86
10829,42,32488,31,11
47589,75,142768,52,23
11222,161,182068,104,57
11212,99,45520,66,33
13570,89,28996,60,29
96895,102,3725008,69,33
37861,62,113584,44,18
71559,125,483028,83,42
45338,132,68008,87,45
52312,171,52312,111,60
13516,37,15208,28,9
71696,50,71696,37,13
87228,164,220804,107,57
24905,157,126088,102,55
59936,91,59936,62,29
43791,44,443392,33,11
68581,174,205744,113,61
75149,112,225448,75,37
5637,85,16912,57,28
77130,76,164752,53,23
2893,48,8680,34,14
21673,193,555496,124,69
5813,49,17440,35,14
96622,84,326104,58,26
655,144,9232,92,52
54634,153,81952,100,53
17144,172,32560,111,61
55935,96,3875092,65,31
67335,68,454516,48,20
29088,20,29088,18,2
11619,50,52288,36,14
8447,158,433024,102,56
87183,164,882736,107,57
48868,39,48868,30,9
51029,127,153088,84,43
60102,91,135232,62,29
27201,46,81604,34,12
95108,58,304720,42,16
88075,102,396340,69,33
61466,42,92200,32,10
86437,195,259312,126,69
87893,133,263680,88,45
88560,133,359152,88,45
39149,199,190996,128,71
82929,58,248788,42,16
20699,61,157192,43,18
42471,106,483784,71,35
92072,58,92072,42,16
51661,171,154984,111,60
53911,184,363904,119,65
35451,111,179476,74,37
56464,60,56464,43,17
33758,85,547540,58,27
78013,125,234040,83,42
70248,143,70248,94,49
72016,50,72016,37,13
31391,85,804544,58,27
56117,60,168352,43,17
13162,138,19744,90,48
32153,191,108520,123,68
80172,94,90196,64,30
95834,190,143752,123,67
20837,43,62512,32,11
90368,133,90368,88,45
66544,55,94768,40,15
55649,153,211300,100,53
26332,139,44440,91,48
10764,117,12112,77,40
69445,81,208336,56,25
93110,146,353536,96,50
19188,74,19188,51,23
11958,55,45412,39,16
4380,77,7396,52,25
27960,59,27960,42,17
82019,63,369088,45,18
27106,38,40660,29,9
878,54,2968,37,17
48354,70,72532,49,21
83789,89,251368,61,28
96871,159,1655152,104,55
84586,107,126880,72,35
83309,151,249928,99,52
51568,26,51568,22,4
57914,47,86872,35,12
2638,146,10024,94,52
72779,143,327508,94,49
42026,31,63040,25,6
99509,128,298528,85,43
82465,213,247396,137,76
28743,152,621592,99,53
11832,99,11832,66,33
85093,58,255280,42,16
90880,40,90880,31,9
88371,71,397672,50,21
46763,83,210436,57,26
98959,172,2407480,112,60
88742,94,852928,64,30
18831,61,190672,43,18
55045,153,165136,100,53
73949,94,899584,64,30
69203,174,394144,113,61
37046,142,534112,93,49
86323,58,388456,42,16
71052,187,250504,121,66
26628,170,26628,110,60
15199,58,230848,41,17
69522,81,175984,56,25
29476,46,37312,34,12
19404,167,1276936,108,59
3682,131,9232,85,46
91556,84,173824,58,26
93123,84,419056,58,26
42293,106,126880,71,35
5630,160,144340,103,57
93247,133,2124304,88,45
95865,221,545992,142,79
77815,130,946564,86,44
8418,34,12628,26,8
34766,54,198016,39,15
74500,112,74500,75,37
56575,228,62710036,146,82
90546,71,152800,50,21
27676,227,250504,145,82
72268,50,81304,37,13
40564,88,61720,60,28
11333,130,34000,85,45
19178,123,28768,81,42
89255,146,1930120,96,50
68448,81,68448,56,25
57105,52,171316,38,14
84336,58,84336,42,16
80731,169,613060,110,59
4952,134,9232,87,47
28334,59,95632,42,17
21674,56,32512,40,16
40871,212,497176,136,76
71102,73,539944,51,22
22822,82,61720,56,26
25495,82,172096,56,26
99478,115,223828,77,38
74161,94,222484,64,30
836,41,836,29,12
18647,61,125872,43,18
77361,138,954016,91,47
37336,36,37336,28,8
69352,143,69352,94,49
2430,164,27700,105,59
41951,93,6889048,63,30
60655,148,3934960,97,51
68144,130,68144,86,44
91187,58,410344,42,16
97890,115,146836,77,38
77528,63,77528,45,18
86705,76,260116,53,23
31100,54,118096,39,15
39386,75,59080,52,23
35920,49,35920,36,13
96953,71,327220,50,21
60783,179,692368,116,63
71117,187,250504,121,66
72591,94,734992,64,30
89627,195,4905988,126,69
40388,44,40388,33,11
15824,53,15824,38,15
46016,57,46016,41,16
15340,133,32776,87,46
3492,149,9232,96,53
707,126,9232,81,45
97494,71,219364,50,21
15729,146,47188,95,51
6998,132,345544,86,46
60409,179,30578632,116,63
58098,135,2417848,89,46
38524,160,395440,104,56
25164,64,28312,45,19
17719,79,255472,54,25
87509,45,262528,34,11
83768,89,119284,61,28
39620,44,39620,33,11
12127,143,184192,93,50
89132,71,100276,50,21
64927,223,2106052,143,80
40634,181,60952,117,64
77655,169,524176,110,59
3318,43,8404,31,12
44981,62,134944,44,18
44116,132,44116,87,45
61647,210,1801816,135,75
43159,70,291328,49,21
55964,91,119536,62,29
47632,145,47632,95,50
49317,189,399976,122,67
59343,73,600856,51,22
15505,146,46516,95,51
68594,130,130228,86,44
26661,95,79984,64,31
37197,137,111592,90,47
65939,42,296728,32,10
8606,109,176740,72,37
57389,78,172168,54,24
81298,138,205792,91,47
55502,140,1200256,92,48
53310,78,404836,54,24
27044,90,61720,61,29
33636,67,33636,47,20
79316,138,79316,91,47
80692,45,80692,34,11
33133,98,179152,66,32
89388,133,100564,88,45
15367,177,103732,114,63
93945,84,356704,58,26
72108,81,81124,56,25
62581,86,187744,59,27
57890,166,86836,108,58
79554,125,1290328,83,42
39237,168,117712,109,59
4151,95,95956,63,32
19424,48,19424,35,13
4138,126,9232,82,44
29993,64,341656,45,19
94439,84,1075732,58,26
44922,70,95956,49,21
79370,138,119056,91,47
66918,68,150568,48,20
73691,125,3025348,83,42
34236,80,97504,55,25
78976,138,78976,91,47
19123,79,86056,54,25
23957,51,71872,37,14
63880,55,63880,40,15
58561,122,175684,81,41
82801,151,248404,99,52
68686,174,260800,113,61
24661,38,73984,29,9
86065,195,258196,126,69
1169,57,3508,39,18
45125,88,135376,60,28
35898,49,53848,36,13
15033,89,50740,60,29
52798,140,400948,92,48
35295,279,11003416,177,102
43828,44,43828,33,11
3517,149,10552,96,53
19752,136,19752,89,47
30374,178,129760,115,63
30271,103,689632,69,34
10387,86,46744,58,28
64818,161,109384,105,56
65185,99,223072,67,32
79694,120,302596,80,40
37880,155,182068,101,54
49598,264,2480056,168,96
39133,181,225988,117,64
3627,56,16324,39,17
85937,76,257812,53,23
81516,76,232144,53,23
77066,50,115600,37,13
55391,60,841264,43,17
16646,66,37456,46,20
91961,208,497176,134,74
54145,140,162436,92,48
13383,94,90340,63,31
4026,69,9232,47,22
43227,132,899584,87,45
79381,76,238144,53,23
69712,50,69712,37,13
96056,71,153880,50,21
74711,138,504304,91,47
3444,105,9232,69,36
21396,48,21396,35,13
10726,47,24136,34,13
33462,67,127060,47,20
41116,150,78064,98,52
96888,97,122632,66,31
83733,32,251200,26,6
79791,120,807892,80,40
79558,76,179008,53,23
71261,99,213784,67,32
28691,196,1276936,126,70
1408,21,1408,17,4
73569,94,314260,64,30
58561,122,175684,81,41
47341,176,142024,114,62
17795,35,80080,27,8
19882,92,29824,62,30
86293,71,258880,50,21
94953,213,94832692,137,76
49704,127,49704,84,43
44355,207,250504,133,74
91289,71,308104,50,21
78463,306,3016420,194,112
99302,97,223432,66,31
14391,120,599056,79,41
87476,120,87476,80,40
27308,183,83104,118,65
96365,252,9635920,161,91
94050,102,141076,69,33
24503,157,165400,102,55
95600,53,95600,39,14
22487,69,151792,48,21
38259,80,172168,55,25
57717,47,173152,35,12
97229,159,291688,104,55
81495,37,550096,29,8
82769,125,5734312,83,42
10749,99,103336,66,33
62786,135,305908,89,46
76051,112,6244432,75,37
22739,131,599056,86,45
74232,94,211408,64,30
73607,156,496852,102,54
93302,146,359152,96,50
41663,181,1801924,117,64
96298,45,144448,34,11
82235,151,416320,99,52
15124,40,15124,30,10
25617,170,76852,110,60
11183,68,113236,47,21
90370,89,135556,61,28
98879,120,2252608,80,40
62014,135,470932,89,46
31332,59,31332,42,17
46099,176,207448,114,62
26129,139,78388,91,48
31557,103,94672,69,34
87506,151,479572,99,52
21877,43,65632,32,11
8950,140,22660,91,49
51963,171,749140,111,60
90055,115,5264080,77,38
71207,73,540736,51,22
24100,95,34324,64,31
12717,81,38152,55,26
52612,101,84292,68,33
38886,168,87496,109,59
53145,109,179368,73,36
65221,117,195664,78,39
7838,83,80512,56,27
49356,114,55528,76,38
47300,83,95956,57,26
19160,35,19160,27,8
51013,127,153040,84,43
59306,135,88960,89,46
87097,195,293956,126,69
17107,53,76984,38,15
58124,166,65392,108,58
8721,47,26164,34,13
37662,62,190672,44,18
93899,84,422548,58,26
93795,133,422080,88,45
87319,133,589408,88,45
21121,105,114208,70,35
19791,123,200392,81,42
58656,47,58656,35,12
59644,73,339712,51,22
93449,133,479572,88,45
47375,83,479680,57,26
42908,101,122200,68,33
50072,114,50072,76,38
34813,111,952864,74,37
49571,65,223072,46,19
50902,83,114532,57,26
60187,254,17810656,162,92
50252,65,80512,46,19
65172,99,223072,67,32
36161,41,108484,31,10
19157,123,57472,81,42
76209,37,228628,29,8
79981,68,341656,48,20
72321,125,308932,83,42
17930,48,26896,35,13
66607,91,674404,62,29
88443,120,447748,80,40
62560,104,62560,70,34
54206,246,9635920,157,89
68476,81,260008,56,25
64342,47,144772,35,12
95378,146,241432,96,50
42864,31,42864,25,6
81838,76,276208,53,23
65440,68,65440,48,20
7195,119,599056,78,41
71388,73,120472,51,22
81915,169,1328560,110,59
66215,143,604096,94,49
96177,53,288532,39,14
99293,97,297880,66,31
29778,72,190816,50,22
26184,139,26184,91,48
27446,59,156328,42,17
67039,236,2612464,151,85
87202,151,149200,99,52
16199,159,138400,103,56
21412,48,40660,35,13
50578,57,128032,41,16
15868,53,135592,38,15
62502,148,140632,97,51
14267,50,72232,36,14
39423,124,3410080,82,42
35209,155,542104,101,54
31214,147,105352,96,51
7368,132,9232,86,46
79027,125,355624,83,42
35363,80,159136,55,25
51589,65,154768,46,19
38286,199,1276936,128,71
74756,37,74756,29,8
71847,218,1381048,140,78
36308,67,36308,47,20
95168,102,95168,69,33
80281,213,695464,137,76
19868,167,190996,108,59
56524,104,63592,70,34
84162,182,159784,118,64
6379,80,36340,54,26
84686,81,1085236,56,25
76959,187,3328432,121,66
27927,90,188512,61,29
98708,115,98708,77,38
13181,138,50056,90,48
92838,115,2007664,77,38
36932,155,36932,101,54
24015,69,243160,48,21
96473,190,325600,123,67
79873,76,239620,53,23
58503,166,394900,108,58
87737,45,296116,34,11
5471,160,83104,103,57
96396,45,108448,34,11
14954,89,22432,60,29
38508,49,109672,36,13
92970,53,139456,39,14
91494,71,205864,50,21
6524,137,24784,89,48
86924,58,97792,42,16
57191,197,4946992,127,70
47762,101,120904,68,33
31170,85,199744,58,27
45642,83,68464,57,26
22991,87,314656,59,28
29662,240,975400,153,87
13420,94,86020,63,31
14458,120,21688,79,41
67601,60,202804,43,17
76103,200,2194288,129,71
33086,98,954016,66,32
97065,177,1514752,115,62
50655,189,2079592,122,67
6131,155,44224,100,55
2043,156,44224,100,56
70135,130,674080,86,44
42983,88,489616,60,28
98423,234,664360,150,84
65186,99,223072,67,32
33478,41,75328,31,10
52710,171,126664,111,60
28717,121,86152,80,41
78138,76,117208,53,23
36019,80,162088,55,25
8062,96,103336,64,32
8610,78,39364,53,25
35372,80,39796,55,25
83022,89,315232,61,28
20806,149,46816,97,52
7858,101,13264,67,34
11621,50,34864,36,14
8178,65,17476,45,20
30112,134,30112,88,46
88579,102,398608,69,33
84182,182,189412,118,64
89942,63,202372,45,18
11827,81,95956,55,26
13891,45,62512,33,12
82429,94,704212,64,30
58032,60,58032,43,17
75021,112,225064,75,37
5496,41,6964,30,11
28482,59,42724,42,17
11268,86,11268,58,28
6744,44,6744,32,12
54801,60,164404,43,17
48774,70,109744,49,21
57043,78,494080,54,24
49477,65,148432,46,19
92106,177,138160,115,62
28553,90,162628,61,29
65243,174,1906900,113,61
45773,83,137320,57,26
43731,119,196792,79,40
28949,59,86848,42,17
76312,81,76312,56,25
69094,112,560356,75,37
69124,174,69124,113,61
16536,159,16536,103,56
66491,117,336616,78,39
46563,52,209536,38,14
89081,71,856168,50,21
58536,135,58536,89,46
98992,66,98992,47,19
41270,181,235060,117,64
80675,89,363040,61,28
42463,194,11927896,125,69
3128,123,9232,80,43
23148,82,74176,56,26
45529,176,153664,114,62
77096,125,77096,83,42
68932,174,209680,113,61
90926,177,306880,115,62
66382,117,252052,78,39
99469,115,298408,77,38
63750,55,143440,40,15
38673,75,116020,52,23
13732,151,26080,98,53
54513,65,163540,46,19
98659,190,443968,123,67
51025,83,153076,57,26
3833,56,14560,39,17
32333,147,97000,96,51
12468,63,12468,44,19
41026,181,61540,117,64
13108,45,13108,33,12
77995,125,350980,83,42
94203,128,603592,85,43
43482,119,65224,79,40
2582,53,5812,37,16
75119,86,855664,59,27
51639,78,348568,54,24
8419,34,37888,26,8
93628,177,266632,115,62
29114,165,1276936,107,58
84364,151,94912,99,52
63045,148,189136,97,51
79956,182,250504,118,64
61031,179,1042792,116,63
11815,99,89728,66,33
99341,115,298024,77,38
10025,91,114208,61,30
63289,148,213604,97,51
57837,135,250504,89,46
7436,132,9232,86,46
67085,68,201256,48,20
70602,143,105904,94,49
88417,164,335716,107,57
3408,17,3408,15,2
98944,128,98944,85,43
32941,116,98824,77,39
5667,129,25504,84,45
37123,111,167056,74,37
25093,64,75280,45,19
75646,187,1090564,121,66
26506,95,39760,64,31
36714,62,55072,44,18
54388,122,176740,81,41
43170,163,64756,106,57
73283,156,329776,102,54
77512,76,77512,53,23
51743,140,785860,92,48
40523,75,182356,52,23
81133,89,243400,61,28
99398,159,223648,104,55
3881,144,44224,93,51
43455,101,1670596,68,33
55712,34,55712,27,7
43540,70,43540,49,21
68322,68,102484,48,20
87986,133,148480,88,45
14800,133,14800,87,46
60103,210,405700,135,75
50727,57,385216,41,16
48785,70,146356,49,21
43334,70,97504,49,21
40829,88,155032,60,28
69527,55,469312,40,15
54363,91,991924,62,29
53998,184,182248,119,65
50342,109,143368,73,36
19074,79,28612,54,25
14550,133,95956,87,46
83796,151,83796,99,52
56921,78,192112,54,24
85327,195,863944,126,69
75516,112,725812,75,37
20317,180,60952,116,64
26184,139,26184,91,48
93861,146,400948,96,50
24625,113,73876,75,38
62516,42,62516,32,10
85782,151,193012,99,52
46706,207,269728,133,74
89327,102,5151112,69,33
26757,46,80272,34,12
60391,210,687904,135,75
68370,174,194704,113,61
70822,81,201688,56,25
9590,166,24280,107,59
14117,58,42352,41,17
73182,125,1502224,83,42
44787,163,201544,106,57
94687,221,3455296,142,79
76426,107,114640,72,35
30287,147,560356,96,51
15995,53,80980,38,15
90199,208,608848,134,74
26640,183,250504,118,65
17206,172,98008,111,61
56678,60,127528,43,17
32931,116,148192,77,39
73314,37,109972,29,8
93852,133,178180,88,45
92510,133,468340,88,45
18317,110,54952,73,37
27305,245,5314408,156,89
96059,84,486304,58,26
87877,45,263632,34,11
85367,89,576232,61,28
13404,138,22624,90,48
80053,182,250504,118,64
84628,58,135592,42,16
73496,112,73496,75,37
31933,54,95800,39,15
96091,190,1109536,123,67
36702,155,185812,101,54
3386,35,5080,26,9
99227,71,1130272,50,21
57242,78,85864,54,24
10368,29,10368,23,6
65031,99,438964,67,32
46506,52,69760,38,14
33333,129,100000,85,44
85179,195,777112,126,69
76326,55,171736,40,15
35269,98,105808,66,32
86487,76,583792,53,23
25564,77,43144,53,24
36405,23,109216,20,3
55183,91,558736,62,29
32992,41,32992,31,10
47664,52,47664,38,14
65887,148,1000672,97,51
83849,89,477556,61,28
24128,69,24128,48,21
57693,122,173080,81,41
94390,89,6889048,61,28
37501,49,360448,36,13
33786,160,144340,104,56
84147,107,378664,72,35
89127,94,676816,64,30
94980,102,94980,69,33
47998,96,2335444,65,31
7171,75,32272,51,24
13304,76,95956,52,24
71744,50,71744,37,13
77853,169,233560,110,59
35188,36,35188,28,8
65035,73,292660,51,22
71777,174,272536,113,61
1894,37,4264,27,10
13754,151,20632,98,53
38091,36,171412,28,8
64923,73,739528,51,22
76769,187,3786424,121,66
59413,73,178240,51,22
56031,135,850984,89,46
17510,79,39400,54,25
68654,112,231712,75,37
36930,93,55396,63,30
48292,44,137536,33,11
4043,25,18196,20,5
62575,254,801880,162,92
37202,93,804544,63,30
92283,177,467188,115,62
14017,32,42052,25,7
25023,87,962008,59,28
27939,108,125728,72,36
43679,225,1119472,144,81
61721,179,400948,116,63
56806,104,345544,70,34
74324,187,190996,121,66
1987,94,8944,62,32
76479,200,6279424,129,71
82995,89,373480,61,28
12162,63,18244,44,19
20690,149,78568,97,52
94700,177,119860,115,62
60925,60,520504,43,17
